"","Clusters","gene_short_name","family","pval","qval","status","num_cells_expressed","use_for_ordering"
"BID","1","BID","negbinomial.size",1.43709956378938e-36,3.7691281183303e-36,"OK",2431,TRUE
"LATS2","1","LATS2","negbinomial.size",1.27916697806535e-48,4.1534628374607e-48,"OK",902,TRUE
"TGFBR3","1","TGFBR3","negbinomial.size",2.05362125297776e-07,2.33331822823927e-07,"OK",3457,TRUE
"HMGN2","1","HMGN2","negbinomial.size",2.13034308025442e-24,4.11095564152299e-24,"OK",10111,TRUE
"SELL","2","SELL","negbinomial.size",2.47517349858454e-58,9.30442169571902e-58,"OK",2019,TRUE
"IL12RB2","1","IL12RB2","negbinomial.size",1.56350080873117e-36,4.09569233591535e-36,"OK",591,TRUE
"NEU1","1","NEU1","negbinomial.size",6.28524715336613e-21,1.09411726128821e-20,"OK",7591,TRUE
"RBBP8","1","RBBP8","negbinomial.size",4.29235084211604e-40,1.21860065138085e-39,"OK",812,TRUE
"PCGF5","1","PCGF5","negbinomial.size",1.11575729969191e-24,2.17242152875382e-24,"OK",3905,TRUE
"SLC7A5","1","SLC7A5","negbinomial.size",1.13911615481306e-40,3.27250720501923e-40,"OK",4341,TRUE
"IGF2R","1","IGF2R","negbinomial.size",3.26312119396273e-35,8.32671749377078e-35,"OK",3400,TRUE
"VMA21","1","VMA21","negbinomial.size",8.20514032772675e-29,1.78326146000394e-28,"OK",2494,TRUE
"RCBTB2","2","RCBTB2","negbinomial.size",3.4955371314024e-30,7.98086319790716e-30,"OK",1848,TRUE
"CFL1","1","CFL1","negbinomial.size",1.73314485226456e-59,6.60666289026686e-59,"OK",15784,TRUE
"DUSP10","1","DUSP10","negbinomial.size",6.05831985412174e-56,2.20848668295631e-55,"OK",5422,TRUE
"CD47","1","CD47","negbinomial.size",0.532282714948395,0.535740700103512,"OK",8221,TRUE
"UBE2H","1","UBE2H","negbinomial.size",5.81344898285262e-59,2.20058827989657e-58,"OK",4176,TRUE
"S100A6","2","S100A6","negbinomial.size",1.32110712417258e-132,9.88097018044943e-132,"OK",13923,TRUE
"N4BP3","1","N4BP3","negbinomial.size",3.12895019397286e-47,1.00098716382406e-46,"OK",1360,TRUE
"SP140","1","SP140","negbinomial.size",5.30866059279761e-25,1.04297869798714e-24,"OK",3241,TRUE
"PDLIM1","2","PDLIM1","negbinomial.size",8.45285540876121e-35,2.12201890990776e-34,"OK",1560,TRUE
"OASL","1","OASL","negbinomial.size",6.51272995429396e-06,7.18520410522055e-06,"OK",4559,TRUE
"TM6SF1","1","TM6SF1","negbinomial.size",5.3830769615895e-51,1.82435842651369e-50,"OK",534,TRUE
"HES6","1","HES6","negbinomial.size",5.06651579532671e-118,3.57956767428783e-117,"OK",2421,TRUE
"C1orf21","1","C1orf21","negbinomial.size",7.24501948711043e-37,1.91173324422658e-36,"OK",6462,TRUE
"SDF4","1","SDF4","negbinomial.size",1.31309996747463e-37,3.54243013613491e-37,"OK",4819,TRUE
"METTL9","2","METTL9","negbinomial.size",8.48870771630852e-06,9.34145461018426e-06,"OK",4780,TRUE
"PELI2","1","PELI2","negbinomial.size",5.13652179958759e-40,1.45445375761168e-39,"OK",626,TRUE
"SEC61B","1","SEC61B","negbinomial.size",1.93552817990716e-46,6.11085971210864e-46,"OK",9820,TRUE
"NFATC2","1","NFATC2","negbinomial.size",6.22038539803969e-54,2.19739673100132e-53,"OK",2536,TRUE
"MT-CO2","2","MT-CO2","negbinomial.size",2.78539002635333e-06,3.09503635612724e-06,"OK",16283,TRUE
"CLEC2D","2","CLEC2D","negbinomial.size",1.24593886087767e-62,4.97687180339535e-62,"OK",4723,TRUE
"GPM6B","2","GPM6B","negbinomial.size",1.08032968988188e-21,1.93336229154603e-21,"OK",736,TRUE
"WNK1","2","WNK1","negbinomial.size",1.12373112679397e-27,2.37560703120479e-27,"OK",4380,TRUE
"PRSS21","2","PRSS21","negbinomial.size",2.50973739625479e-16,3.80939147129225e-16,"OK",387,TRUE
"SH2B3","1","SH2B3","negbinomial.size",2.80584326610064e-40,7.99720636553519e-40,"OK",993,TRUE
"DIP2A","1","DIP2A","negbinomial.size",0.672881296811368,0.675372296521915,"OK",4792,TRUE
"LDHB","2","LDHB","negbinomial.size",9.98409010884084e-51,3.362653951254e-50,"OK",7437,TRUE
"ADRA2B","2","ADRA2B","negbinomial.size",6.50901574452336e-08,7.50561145660349e-08,"OK",540,TRUE
"KCTD10","1","KCTD10","negbinomial.size",2.37353801765549e-54,8.39837513914317e-54,"OK",1007,TRUE
"HGSNAT","1","HGSNAT","negbinomial.size",1.79364847708318e-17,2.83352042738049e-17,"OK",1346,TRUE
"C11orf24","1","C11orf24","negbinomial.size",2.23293322239257e-22,4.06994299106679e-22,"OK",512,TRUE
"KLF9","2","KLF9","negbinomial.size",0.0110772466874576,0.0115014591024871,"OK",4194,TRUE
"MFSD10","2","MFSD10","negbinomial.size",4.54855099777966e-34,1.12494949990696e-33,"OK",4103,TRUE
"PPP2R5C","2","PPP2R5C","negbinomial.size",3.9998721715413e-41,1.15676303200975e-40,"OK",12624,TRUE
"IL16","1","IL16","negbinomial.size",1.17484827396206e-13,1.6016630460237e-13,"OK",2848,TRUE
"RCOR1","1","RCOR1","negbinomial.size",2.15430065312072e-38,5.89240620002377e-38,"OK",1850,TRUE
"DSE","2","DSE","negbinomial.size",5.70305758173231e-40,1.61276817402573e-39,"OK",749,TRUE
"ZSCAN18","1","ZSCAN18","negbinomial.size",2.82218476902932e-30,6.47758599367681e-30,"OK",540,TRUE
"HNRNPU","1","HNRNPU","negbinomial.size",1.73299283451071e-20,2.98085761939233e-20,"OK",11911,TRUE
"FAM107B","1","FAM107B","negbinomial.size",6.17453367017834e-13,8.24157755730265e-13,"OK",8083,TRUE
"URB1-AS1","2","URB1-AS1","negbinomial.size",4.0959725212628e-24,7.86209238815842e-24,"OK",997,TRUE
"CDC42EP3","1","CDC42EP3","negbinomial.size",5.96332805625369e-63,2.39527010259523e-62,"OK",6221,TRUE
"H2AFJ","2","H2AFJ","negbinomial.size",0.00729094392510448,0.00759560872889127,"OK",7475,TRUE
"KLF6","1","KLF6","negbinomial.size",1.0482312421181e-12,1.38719558520693e-12,"OK",15276,TRUE
"LINC00861","1","LINC00861","negbinomial.size",1.17609443409827e-34,2.93888113774095e-34,"OK",3604,TRUE
"BACH1","1","BACH1","negbinomial.size",8.4221455309999e-28,1.78569243956391e-27,"OK",1970,TRUE
"PHF20L1","1","PHF20L1","negbinomial.size",3.35985571152008e-44,1.01497591062494e-43,"OK",3864,TRUE
"FXYD5","1","FXYD5","negbinomial.size",1.46662254595907e-05,1.60598951737438e-05,"OK",11341,TRUE
"RPL23","2","RPL23","negbinomial.size",5.09028381856807e-93,2.82374056329262e-92,"OK",13580,TRUE
"CCNH","1","CCNH","negbinomial.size",0.0374768149822991,0.0384882631139236,"OK",9237,TRUE
"MT-ND4","2","MT-ND4","negbinomial.size",0.000100518916513195,0.000108254980097874,"OK",16270,TRUE
"HLA-B","1","HLA-B","negbinomial.size",3.03054969577773e-36,7.91006292435848e-36,"OK",16286,TRUE
"FAM173A","2","FAM173A","negbinomial.size",1.96746114655916e-24,3.80340751059431e-24,"OK",3138,TRUE
"HNRNPA3","1","HNRNPA3","negbinomial.size",1.12411363777194e-56,4.14660285769956e-56,"OK",11071,TRUE
"TXNDC12","1","TXNDC12","negbinomial.size",2.50695575209443e-19,4.20540373263173e-19,"OK",2415,TRUE
"GNG5","1","GNG5","negbinomial.size",3.15739173798915e-42,9.25457118878172e-42,"OK",7956,TRUE
"ARF1","1","ARF1","negbinomial.size",5.14069868100583e-50,1.71014960722418e-49,"OK",9444,TRUE
"GBP1","1","GBP1","negbinomial.size",6.14983127203344e-25,1.20387942500366e-24,"OK",2027,TRUE
"HPGDS","2","HPGDS","negbinomial.size",0.423142081220012,0.428076107353641,"OK",85,TRUE
"EMD","1","EMD","negbinomial.size",6.33210047887013e-33,1.53284887708363e-32,"OK",6052,TRUE
"GRAP2","2","GRAP2","negbinomial.size",8.82124407725991e-31,2.05072651699644e-30,"OK",1391,TRUE
"FYB1","2","FYB1","negbinomial.size",4.89732285706629e-15,7.00678976053878e-15,"OK",8648,TRUE
"BNC2","1","BNC2","negbinomial.size",1.15374351343151e-45,3.59034387465273e-45,"OK",1031,TRUE
"ICOS","1","ICOS","negbinomial.size",0.0234759887482267,0.0242127530170726,"OK",523,TRUE
"POMP","1","POMP","negbinomial.size",4.77468437429409e-39,1.32264245310905e-38,"OK",8973,TRUE
"ARPC2","1","ARPC2","negbinomial.size",4.92235050659302e-50,1.64002738076809e-49,"OK",15098,TRUE
"IL4R","1","IL4R","negbinomial.size",4.61200094389051e-23,8.59401206812587e-23,"OK",1941,TRUE
"MTERF2","1","MTERF2","negbinomial.size",1.35642277760578e-46,4.29500876587874e-46,"OK",1699,TRUE
"DAPK1","1","DAPK1","negbinomial.size",2.6214893028662e-25,5.18323637002441e-25,"OK",220,TRUE
"CYSTM1","1","CYSTM1","negbinomial.size",6.3460004252356e-16,9.45362288621979e-16,"OK",1655,TRUE
"CES1","1","CES1","negbinomial.size",0.000373655742431403,0.000396894860594375,"OK",341,TRUE
"MCOLN2","2","MCOLN2","negbinomial.size",6.71762105048967e-56,2.44062312537891e-55,"OK",1205,TRUE
"COL6A2","2","COL6A2","negbinomial.size",6.36816470244619e-43,1.88438598084663e-42,"OK",2097,TRUE
"GIMAP4","1","GIMAP4","negbinomial.size",6.46713956177019e-17,1.00337809080683e-16,"OK",4203,TRUE
"SLC1A5","2","SLC1A5","negbinomial.size",0.0003769854371334,0.000400235640304623,"OK",3968,TRUE
"MYL12A","1","MYL12A","negbinomial.size",1.37894403018009e-15,2.01817112109353e-15,"OK",14748,TRUE
"MIR181A1HG","1","MIR181A1HG","negbinomial.size",1.04372906785808e-49,3.4562570201285e-49,"OK",1384,TRUE
"TTC16","2","TTC16","negbinomial.size",1.19024642612877e-42,3.50766915526265e-42,"OK",642,TRUE
"PTGER4","1","PTGER4","negbinomial.size",2.96219328696879e-76,1.38469768091278e-75,"OK",9751,TRUE
"SNAP23","1","SNAP23","negbinomial.size",1.01959496426907e-34,2.55369685623511e-34,"OK",3042,TRUE
"SYTL2","1","SYTL2","negbinomial.size",5.54092547975594e-36,1.43587423722708e-35,"OK",1698,TRUE
"RBPJ","1","RBPJ","negbinomial.size",5.71170175130292e-16,8.54391799901795e-16,"OK",2219,TRUE
"HAPLN3","1","HAPLN3","negbinomial.size",1.57928920885873e-20,2.72079292614343e-20,"OK",253,TRUE
"EPS8","2","EPS8","negbinomial.size",3.61798715464369e-12,4.68906404250894e-12,"OK",1745,TRUE
"AREG","1","AREG","negbinomial.size",0,0,"OK",9647,TRUE
"CITED2","2","CITED2","negbinomial.size",9.28130155003257e-06,1.02033163010748e-05,"OK",8434,TRUE
"RPL22L1","1","RPL22L1","negbinomial.size",6.11075854898965e-52,2.09057339002501e-51,"OK",8959,TRUE
"AC018529.2","1","AC018529.2","negbinomial.size",2.30013240290417e-34,5.70169963645617e-34,"OK",430,TRUE
"CCDC167","1","CCDC167","negbinomial.size",8.43968013951308e-16,1.24953353055317e-15,"OK",1731,TRUE
"SH2D1A","2","SH2D1A","negbinomial.size",3.69548524897784e-18,5.9817220186813e-18,"OK",3919,TRUE
"NDUFA6","1","NDUFA6","negbinomial.size",3.60491541272309e-29,7.97050105014921e-29,"OK",5400,TRUE
"HIPK2","1","HIPK2","negbinomial.size",5.94544083268848e-89,3.19991592210951e-88,"OK",3551,TRUE
"PLP2","1","PLP2","negbinomial.size",0.000634656976338691,0.000670843558322915,"OK",3643,TRUE
"MAPRE1","1","MAPRE1","negbinomial.size",2.13745088008396e-38,5.85370070568448e-38,"OK",5039,TRUE
"FAM110A","2","FAM110A","negbinomial.size",3.63639240473077e-26,7.364458567564e-26,"OK",2024,TRUE
"BIN2","1","BIN2","negbinomial.size",0.00518378644798835,0.00541340048420161,"OK",10147,TRUE
"ANKRD37","1","ANKRD37","negbinomial.size",4.6519267658013e-48,1.5059745007497e-47,"OK",3296,TRUE
"CFAP20","1","CFAP20","negbinomial.size",3.44424015242585e-30,7.87203044321567e-30,"OK",2239,TRUE
"TMEM204","2","TMEM204","negbinomial.size",1.58858817637529e-12,2.0882713663988e-12,"OK",358,TRUE
"CDKN1B","2","CDKN1B","negbinomial.size",8.3152094664249e-22,1.49425760834098e-21,"OK",3683,TRUE
"RIPOR1","1","RIPOR1","negbinomial.size",1.43955169801797e-30,3.32522644622042e-30,"OK",483,TRUE
"ATP2B4","1","ATP2B4","negbinomial.size",2.34038424773129e-27,4.91888898578408e-27,"OK",2780,TRUE
"CYBA","1","CYBA","negbinomial.size",7.79288142518875e-13,1.03634333606587e-12,"OK",15954,TRUE
"UCP2","1","UCP2","negbinomial.size",2.25560459327228e-70,9.84387598150417e-70,"OK",8844,TRUE
"CD109","1","CD109","negbinomial.size",3.55744564950586e-17,5.58328481460072e-17,"OK",125,TRUE
"BRI3","1","BRI3","negbinomial.size",4.84687873951162e-23,9.02393131845553e-23,"OK",3522,TRUE
"DAPK2","2","DAPK2","negbinomial.size",1.49748011106437e-29,3.33816481078995e-29,"OK",808,TRUE
"ADAM28","1","ADAM28","negbinomial.size",3.22595669840206e-27,6.76702135283758e-27,"OK",534,TRUE
"PPP2R2B","2","PPP2R2B","negbinomial.size",2.98607564508161e-22,5.42900090040404e-22,"OK",2605,TRUE
"SNHG25","2","SNHG25","negbinomial.size",1.42598887615175e-08,1.66557343692684e-08,"OK",2266,TRUE
"AC012360.3","2","AC012360.3","negbinomial.size",1.11811882807943e-18,1.83727252886688e-18,"OK",882,TRUE
"ZNF365","2","ZNF365","negbinomial.size",8.80825677390783e-25,1.71808533656529e-24,"OK",209,TRUE
"MAFF","1","MAFF","negbinomial.size",4.56880537617135e-188,4.65245955911533e-187,"OK",8255,TRUE
"CASK","2","CASK","negbinomial.size",2.3439461864224e-17,3.69209824135816e-17,"OK",1558,TRUE
"CADM1","1","CADM1","negbinomial.size",5.95872623868426e-06,6.58404340891807e-06,"OK",365,TRUE
"ECE1","1","ECE1","negbinomial.size",4.94510564919202e-30,1.12431175608988e-29,"OK",622,TRUE
"TESPA1","1","TESPA1","negbinomial.size",1.47656056738072e-39,4.12713900856801e-39,"OK",691,TRUE
"NFKBIB","1","NFKBIB","negbinomial.size",3.92345447204754e-46,1.23332938403929e-45,"OK",5946,TRUE
"RIOK3","1","RIOK3","negbinomial.size",5.41909364922331e-50,1.80000216311874e-49,"OK",4841,TRUE
"SLC25A29","2","SLC25A29","negbinomial.size",8.65372406332746e-25,1.68946242064422e-24,"OK",389,TRUE
"TMEM140","1","TMEM140","negbinomial.size",9.88203336677011e-30,2.21655950077811e-29,"OK",757,TRUE
"SCX","1","SCX","negbinomial.size",0.000518550592846504,0.000548651822382472,"OK",270,TRUE
"APOE","1","APOE","negbinomial.size",3.81492842287209e-26,7.71882439291937e-26,"OK",95,TRUE
"SLC14A1","2","SLC14A1","negbinomial.size",1.73312442189345e-14,2.4362585036208e-14,"OK",556,TRUE
"RIPOR2","1","RIPOR2","negbinomial.size",1.22567961657133e-29,2.7435491107773e-29,"OK",4676,TRUE
"AC103591.3","1","AC103591.3","negbinomial.size",1.08023240101354e-55,3.89206657441588e-55,"OK",2289,TRUE
"RBPMS2","1","RBPMS2","negbinomial.size",5.31825196795456e-38,1.44191106481168e-37,"OK",197,TRUE
"PSMC4","1","PSMC4","negbinomial.size",8.30163825782304e-30,1.86786860801018e-29,"OK",3572,TRUE
"SMDT1","2","SMDT1","negbinomial.size",8.15794480292322e-37,2.15000999727102e-36,"OK",6788,TRUE
"NDUFB2","1","NDUFB2","negbinomial.size",1.20587038744159e-39,3.3792414345747e-39,"OK",10087,TRUE
"PRKX","1","PRKX","negbinomial.size",4.03934243010734e-82,2.02340270921543e-81,"OK",3414,TRUE
"WEE1","2","WEE1","negbinomial.size",1.59046287434556e-29,3.53816817892874e-29,"OK",1234,TRUE
"HDAC4","1","HDAC4","negbinomial.size",3.26798686921732e-25,6.45561340558503e-25,"OK",1097,TRUE
"HNRNPK","1","HNRNPK","negbinomial.size",1.40112830115425e-56,5.15092760203996e-56,"OK",10929,TRUE
"HERC6","1","HERC6","negbinomial.size",1.05771500056811e-23,2.01244196160723e-23,"OK",493,TRUE
"DEDD2","1","DEDD2","negbinomial.size",5.00625790697262e-23,9.31267015456571e-23,"OK",6266,TRUE
"PER2","1","PER2","negbinomial.size",6.27716391723921e-35,1.58315913215021e-34,"OK",1366,TRUE
"RASGEF1A","2","RASGEF1A","negbinomial.size",2.76109493245404e-28,5.92951971137902e-28,"OK",635,TRUE
"LAPTM4A","1","LAPTM4A","negbinomial.size",1.71143596546022e-26,3.50529235985195e-26,"OK",4951,TRUE
"JMJD1C","1","JMJD1C","negbinomial.size",8.87920581624426e-31,2.06199115796936e-30,"OK",6842,TRUE
"AFAP1","1","AFAP1","negbinomial.size",1.58742378348051e-08,1.85213673285058e-08,"OK",209,TRUE
"TERF1","2","TERF1","negbinomial.size",3.53937463603777e-05,3.85386726183028e-05,"OK",3478,TRUE
"SLC3A2","1","SLC3A2","negbinomial.size",5.00265695407182e-18,8.05550329130051e-18,"OK",8749,TRUE
"RBL2","2","RBL2","negbinomial.size",5.63939828145044e-11,7.06635174608089e-11,"OK",3335,TRUE
"TBC1D19","2","TBC1D19","negbinomial.size",4.36078032494065e-26,8.81503497185113e-26,"OK",918,TRUE
"HOXB-AS1","1","HOXB-AS1","negbinomial.size",4.62319341445386e-28,9.87951380881815e-28,"OK",937,TRUE
"CDKN1C","2","CDKN1C","negbinomial.size",5.86613005875125e-25,1.14937995460085e-24,"OK",1973,TRUE
"IFI27L2","1","IFI27L2","negbinomial.size",1.32633070796213e-19,2.24750883247645e-19,"OK",4251,TRUE
"MYDGF","1","MYDGF","negbinomial.size",6.17786635113168e-46,1.93359193587368e-45,"OK",5415,TRUE
"PMAIP1","1","PMAIP1","negbinomial.size",3.75944189762089e-85,1.94148320855708e-84,"OK",12239,TRUE
"RAB22A","1","RAB22A","negbinomial.size",2.66379933735254e-20,4.574648268185e-20,"OK",2641,TRUE
"NAMPT","1","NAMPT","negbinomial.size",1.65845615064587e-17,2.62185961424993e-17,"OK",5220,TRUE
"LGALS9B","1","LGALS9B","negbinomial.size",1.43725456022595e-50,4.81081040297854e-50,"OK",372,TRUE
"SMARCA2","2","SMARCA2","negbinomial.size",0.0825531562497728,0.0844612244838478,"OK",5217,TRUE
"GLRX","1","GLRX","negbinomial.size",1.43815752124555e-22,2.63682473675536e-22,"OK",6512,TRUE
"GABPB1","1","GABPB1","negbinomial.size",1.60912545976591e-28,3.48322666889447e-28,"OK",2104,TRUE
"GNGT2","1","GNGT2","negbinomial.size",5.37318092751797e-33,1.30362745321996e-32,"OK",1420,TRUE
"CHMP2A","1","CHMP2A","negbinomial.size",4.91873503096261e-26,9.91518241836237e-26,"OK",3384,TRUE
"PRRC2C","1","PRRC2C","negbinomial.size",1.71510259814708e-29,3.81153436002154e-29,"OK",11189,TRUE
"P2RY11","2","P2RY11","negbinomial.size",6.65294403440962e-09,7.86817645072763e-09,"OK",718,TRUE
"HCST","2","HCST","negbinomial.size",9.75429349209670e-12,1.24820428226299e-11,"OK",14887,TRUE
"ARHGDIB","2","ARHGDIB","negbinomial.size",0.866872060924753,0.868072714748749,"OK",14254,TRUE
"EVL","1","EVL","negbinomial.size",1.1131705167753e-75,5.19240182986158e-75,"OK",10512,TRUE
"APOBEC3G","1","APOBEC3G","negbinomial.size",1.7667239021214e-27,3.72041179000127e-27,"OK",7417,TRUE
"PDCD5","2","PDCD5","negbinomial.size",1.00131386570578e-17,1.59753332662647e-17,"OK",2673,TRUE
"SRGAP3","1","SRGAP3","negbinomial.size",8.12523088785632e-08,9.33454756131375e-08,"OK",197,TRUE
"SLC6A4","1","SLC6A4","negbinomial.size",1.37508508274284e-33,3.37012377906127e-33,"OK",170,TRUE
"MTSS1","1","MTSS1","negbinomial.size",1.16434572649041e-31,2.76007200082807e-31,"OK",4087,TRUE
"PSMD8","1","PSMD8","negbinomial.size",1.24670844020763e-36,3.27374165473407e-36,"OK",7640,TRUE
"NUDT11","1","NUDT11","negbinomial.size",3.17565602805941e-36,8.26890507186177e-36,"OK",394,TRUE
"SAP30","2","SAP30","negbinomial.size",1.12536621455112e-49,3.70960382881669e-49,"OK",2857,TRUE
"ATP6V1F","1","ATP6V1F","negbinomial.size",1.11274163570638e-29,2.49332294199084e-29,"OK",6464,TRUE
"GPSM3","1","GPSM3","negbinomial.size",1.57719196594435e-27,3.32451834220923e-27,"OK",9880,TRUE
"GRK5","1","GRK5","negbinomial.size",1.13557449277259e-27,2.39830679145447e-27,"OK",921,TRUE
"TAPBP","1","TAPBP","negbinomial.size",1.53731321502048e-32,3.70081283393941e-32,"OK",9448,TRUE
"FAM84B","2","FAM84B","negbinomial.size",1.70394880503945e-20,2.93322615724649e-20,"OK",294,TRUE
"POLR2E","1","POLR2E","negbinomial.size",1.54235858844308e-31,3.64023479688035e-31,"OK",4300,TRUE
"AL135791.1","2","AL135791.1","negbinomial.size",1.58516004243168e-11,2.01418402579632e-11,"OK",708,TRUE
"AC012306.2","2","AC012306.2","negbinomial.size",1.58297425644836e-12,2.08215352470375e-12,"OK",1405,TRUE
"CDK17","1","CDK17","negbinomial.size",6.31016857987707e-43,1.86977536198817e-42,"OK",3077,TRUE
"BAIAP2","1","BAIAP2","negbinomial.size",1.10883671877782e-23,2.10601299739851e-23,"OK",845,TRUE
"BCL2L1","1","BCL2L1","negbinomial.size",2.60014661274982e-31,6.11020368694947e-31,"OK",1291,TRUE
"NDUFB10","2","NDUFB10","negbinomial.size",1.60233722102599e-30,3.69730790681423e-30,"OK",5488,TRUE
"MYO6","2","MYO6","negbinomial.size",7.90762240511487e-52,2.69679764098965e-51,"OK",985,TRUE
"FSD1","1","FSD1","negbinomial.size",8.69500676867132e-90,4.71486742031202e-89,"OK",843,TRUE
"RPGR","1","RPGR","negbinomial.size",2.08726757679451e-18,3.39886139194242e-18,"OK",1178,TRUE
"LPAR2","2","LPAR2","negbinomial.size",1.31588960315211e-37,3.54554602389679e-37,"OK",1033,TRUE
"ANKRD13D","1","ANKRD13D","negbinomial.size",1.360649044055e-39,3.80806164716813e-39,"OK",6078,TRUE
"ANP32E","1","ANP32E","negbinomial.size",1.63533349621558e-23,3.08438117677531e-23,"OK",5669,TRUE
"MSN","1","MSN","negbinomial.size",9.88674255099119e-40,2.7849798172857e-39,"OK",9051,TRUE
"SH3BP5","1","SH3BP5","negbinomial.size",0.383334981010953,0.388529707389139,"OK",4332,TRUE
"SLC2A4RG","2","SLC2A4RG","negbinomial.size",5.86603403994238e-25,1.14937995460085e-24,"OK",3083,TRUE
"CCDC85B","1","CCDC85B","negbinomial.size",3.05201053332957e-30,6.99029656472211e-30,"OK",9363,TRUE
"RILPL2","1","RILPL2","negbinomial.size",1.9069667474637e-37,5.10013671424016e-37,"OK",4349,TRUE
"DERL1","1","DERL1","negbinomial.size",5.0578797283961e-30,1.14754614339866e-29,"OK",5835,TRUE
"NASP","1","NASP","negbinomial.size",1.04261018970563e-72,4.68203209414392e-72,"OK",7400,TRUE
"AL136295.5","1","AL136295.5","negbinomial.size",3.22407743941465e-28,6.91693765191927e-28,"OK",1070,TRUE
"PGAM1","1","PGAM1","negbinomial.size",1.75056010421915e-08,2.0402820344177e-08,"OK",5997,TRUE
"TRIM8","2","TRIM8","negbinomial.size",4.4315471185815e-07,4.995855353536e-07,"OK",2870,TRUE
"ZNF844","1","ZNF844","negbinomial.size",4.45526008639285e-37,1.18279793480858e-36,"OK",720,TRUE
"GSN","1","GSN","negbinomial.size",9.70984195742797e-89,5.21303148654982e-88,"OK",1235,TRUE
"CHMP1B","1","CHMP1B","negbinomial.size",1.86583677134373e-52,6.46485616141303e-52,"OK",9401,TRUE
"SSX2IP","1","SSX2IP","negbinomial.size",1.55918150032322e-29,3.47214032258836e-29,"OK",1155,TRUE
"COX7C","2","COX7C","negbinomial.size",6.70124983883039e-77,3.15293078100285e-76,"OK",13609,TRUE
"VDAC1","1","VDAC1","negbinomial.size",8.68083400570718e-30,1.95116362262993e-29,"OK",4820,TRUE
"KDELR2","1","KDELR2","negbinomial.size",7.1276245859815e-42,2.08072916917818e-41,"OK",4102,TRUE
"RPS20","2","RPS20","negbinomial.size",5.23185735599034e-177,5.18168886079591e-176,"OK",14954,TRUE
"MORF4L2","1","MORF4L2","negbinomial.size",2.81347836277343e-20,4.82787545004397e-20,"OK",3634,TRUE
"SDR42E2","2","SDR42E2","negbinomial.size",3.67737146076784e-14,5.11624034535308e-14,"OK",1152,TRUE
